wine_ID,target
5316,5.801570453037899
5210,5.00161889067274
3518,5.35691679632812
1622,4.677276764852868
2443,5.081641980514945
3521,6.254124748520909
5211,5.023911319863779
4936,4.868473512330423
1161,6.000010959484158
5993,5.249648916797218
1035,6.2582701259011415
3788,5.29522084318356
3130,6.421601042720305
864,5.897718598131391
4797,6.717271062913696
2572,5.677238184915818
3397,5.489122838145685
311,6.215372251366843
6404,5.194065385221273
882,6.004969862892055
5334,5.328028506096545
5045,5.064281201293836
502,4.984813615470119
1817,4.806024851769087
4434,5.822092015611229
3816,5.723307933832151
4315,7.00005666920044
4442,5.0017364117120415
170,6.6027687540713815
1748,5.727462706180338
3071,6.155233069128574
4275,5.999998988232316
4786,7.04541411869164
6263,5.336092020467364
2768,5.999945149938734
5697,6.00010318590028
1831,6.69080986273668
5452,5.000000789736668
6095,5.999986231260056
5579,5.565851952218797
3029,6.275162366763577
3694,4.999993446871695
641,5.4909413903426625
5424,5.417573622531406
6380,5.350099253705693
1829,6.999258467878734
3476,6.94960404397315
48,5.308685582925557
3885,5.999637301618847
2799,6.442293139292247
1139,5.935313940013137
4323,6.234122452161565
5449,5.980931242580802
3728,6.619331098246736
3054,5.803205671522462
2657,6.34380917398924
3241,6.269591314986354
6022,5.676734637553019
3164,6.234554375152123
1990,4.960443974964754
444,5.796120076546455
6401,5.998144217386164
3141,6.024078437008744
4068,6.000001306116984
5838,6.503175928349764
982,6.368197730675614
831,6.0171539743681315
202,5.566042585323378
4982,5.8103570245530385
2830,6.10085105105525
1414,6.24490825722903
2806,5.224972918976288
1806,5.000002349016897
3537,6.003460477549552
910,5.335808757636313
2401,6.087464325308218
2066,5.513231431697104
6433,5.625372122778182
5126,6.000003071434705
4681,6.164244414232441
4459,5.723777212243865
4418,5.999999792449807
1362,6.140717626508837
2590,6.209094943121581
768,6.999750689888737
2308,5.000024812385973
2551,5.999973934324639
6247,5.557099780625622
4817,6.396034784019699
1696,5.678011399506338
861,5.878892710955799
4214,5.0000289951953665
4948,5.200648429809609
6046,6.473779568264611
4184,6.916092821971118
1014,6.12036549715706
2033,5.54943969317687
2902,5.000000330100733
3493,6.999999826625228
1008,5.515635417780038
495,6.4329742339943445
5615,5.916186532301168
3179,6.029747095561263
2115,5.000015456311846
5097,4.738836300493386
3617,5.2881447583833605
737,5.000001227068306
6040,6.107227170512603
3605,5.0010876255181955
1531,6.063131974759543
6450,5.795634117561317
3688,6.451056667207052
771,6.341642798789757
2303,5.076130620508737
2531,4.000022528309089
5658,5.052900063852334
3964,5.205816196901616
1034,4.995329313776172
5048,5.6949659983989696
2619,5.6637260659781035
98,5.063545558862572
4492,6.405285431638943
4972,5.635868435675898
2339,6.0000517359318115
1364,5.002569264051788
3365,6.515767353035938
2234,5.376081224210512
2149,6.368673350456763
4337,7.993830484706382
5056,5.0418381484871
2270,6.999998642096328
2132,5.529292888309143
661,6.714783099528006
3482,6.885419492544909
1237,6.093098472827789
4901,5.608014014504877
4995,5.523961739249763
6203,5.000136723482257
5740,5.429309259256276
1785,5.999993883105188
2178,4.999817449297778
4033,6.113970308058721
4046,7.00015286575713
143,5.544624580802241
5928,5.898579113647848
5769,5.692597871220286
6106,6.999997241296378
6006,4.933891703057609
3414,6.264739893281001
6316,4.999932022048969
1644,6.246257352482392
499,5.116219903295266
729,5.496225550771362
5428,6.000033939426693
1828,5.697627317449765
3768,5.999377876503944
263,5.809856594423445
6144,5.177164763482002
3671,7.076387875263601
1570,5.568368382376498
4374,4.88218847851943
4954,5.323670613133441
3629,5.07300590274182
4456,4.9999741476919475
5691,5.452880076326219
4688,5.999999713635397
3849,5.752063360108021
5077,4.999728016267553
3225,6.704145746854522
2070,5.0356604861447485
2529,5.062072562466872
880,5.810906613983031
5592,4.9935412647402435
4385,4.999931805469398
5921,6.6293644003469545
