wine_ID,target
5316,6.403561164689632
5210,5.1591084003074466
3518,5.847853352447952
1622,4.861024386810904
2443,5.071993563928038
3521,6.486398131571077
5211,4.972804800195157
4936,4.503980715327346
1161,5.991129135520486
5993,5.074595571495201
1035,6.38523051265728
3788,5.221757298003365
3130,6.609324675264395
864,6.102871244383172
4797,6.8246644764309305
2572,5.418897585493469
3397,5.283806478525974
311,6.370586358476905
6404,6.005812323231455
882,6.0249044546266415
5334,5.4274366195171755
5045,4.962694567357134
502,4.83916326938316
1817,5.132024601283967
4434,5.862688592806857
3816,5.254900195129573
4315,7.006469768925141
4442,5.014160580661282
170,6.192673157492135
1748,5.7184670398212605
3071,6.039829441212926
4275,5.998603240665322
4786,7.756480374409935
6263,5.528766737919745
2768,5.9804096662687325
5697,5.987445731328625
1831,6.680361009209331
5452,4.997029853753539
6095,5.979888123961647
5579,5.261773288710747
3029,6.9348614187168325
3694,4.962687289934222
641,5.332176741867803
5424,5.703857314267391
6380,5.393900725892643
1829,6.917471002561099
3476,7.4088081567118955
48,5.351179041870375
3885,6.049071447592412
2799,6.023756417310575
1139,6.385302157520032
4323,5.707348367151379
5449,5.926704970525668
3728,6.4684545116319345
3054,6.264760361505041
2657,6.583111138002133
3241,5.823051752509886
6022,5.854517006941705
3164,5.872310807838591
1990,4.583935800381881
444,5.722835516952765
6401,6.365396606305275
3141,5.2494288865416205
4068,6.041282925838259
5838,6.855486773817236
982,6.617128004774166
831,6.388857774688369
202,5.718668373035132
4982,5.616080947836927
2830,5.851538917862386
1414,6.443327456299936
2806,5.513470765477443
1806,4.960431672365272
3537,5.486394514731588
910,5.2294679417534375
2401,5.406932646530772
2066,5.397456445889978
6433,5.691245168468738
5126,5.76570560230383
4681,6.431839351178659
4459,5.855202647816598
4418,6.010285292350181
1362,6.113824736803187
2590,6.736576515126244
768,6.978102125940889
2308,5.021157893259274
2551,5.967481296894455
6247,5.687892240290777
4817,6.420801322248851
1696,5.00579020207568
861,5.8321776167887025
4214,5.0098094312991295
4948,5.064767437137395
6046,6.389739004953939
4184,7.285040779861427
1014,5.389694046275231
2033,5.77142636669463
2902,5.019727685159055
3493,6.992565929828903
1008,6.174208642081105
495,6.580166252325173
5615,5.452824983070701
3179,5.7306229974175755
2115,5.005915042610073
5097,5.560828669272544
3617,5.864510661351595
737,5.061851740186331
6040,6.020811626647855
3605,5.0792052956351394
1531,6.045029104608693
6450,5.457550743297346
3688,6.820911774039552
771,6.677089306799223
2303,5.299320284471321
2531,4.050218028097709
5658,5.101837762750051
3964,5.091541526580428
1034,4.877076443468993
5048,5.486183610719903
2619,5.276873718935564
98,4.709687307656151
4492,6.128829150187066
4972,5.921006116340518
2339,5.899821292192305
1364,5.025304144964385
3365,6.554363786250429
2234,5.307417799240703
2149,6.825541178992823
4337,7.999804761217564
5056,4.801000198008972
2270,7.000166023699479
2132,5.467442221788771
661,7.353571110790909
3482,7.228588525173458
1237,6.105108475689097
4901,5.11771146747171
4995,5.593868189031734
6203,5.11312923420281
5740,5.971204350362298
1785,6.040778455529253
2178,5.032138641925085
4033,6.583708300706271
4046,6.977360875311867
143,5.642554204716567
5928,5.710798338391941
5769,5.821177554729078
6106,6.9789345423312446
6006,4.84710956776948
3414,5.932696811692529
6316,5.031708951153699
1644,5.951565452030038
499,4.948782143847157
729,5.375792831380935
5428,6.000093579072832
1828,5.915409386495778
3768,5.9844479353892455
263,5.929143149690024
6144,4.9970376657466815
3671,7.049124041112511
1570,5.67129347276049
4374,5.240648101853511
4954,6.037900790492956
3629,5.248598115542174
4456,5.018738818761219
5691,5.370118248783032
4688,6.003690083498678
3849,5.516106536155288
5077,5.062723030216749
3225,7.061034365153228
2070,5.169336065902883
2529,4.974487667162136
880,6.126062494887807
5592,5.081876459776496
4385,4.998354625628081
5921,7.020753522252123
6196,5.96812050696021
1467,7.0450776884515856
2650,5.244262285051868
533,5.931050802423545
4587,6.327407158935682
1189,4.8746638427782205
5070,5.67077765614438
3582,6.049299329028213
4988,5.304065207501331
3118,7.207370403881566
1524,4.7742794205901715
528,6.450090088850248
6184,6.400202888904971
42,5.351179041870375
3932,6.294544607730517
4697,6.928462972447421
4202,6.926808968089603
3411,5.663125580789679
2141,5.04457803483754
1380,6.803892296988622
558,5.215665502568191
5644,4.942537773100018
2623,7.003458242929553
4189,5.330536862992302
1290,4.945718623496653
4549,5.111759061106457
6057,5.8187276616281896
2235,5.914528998150536
4059,6.010685620086363
2756,5.208260677493314
6114,5.656566800642945
2193,6.215858718139424
1906,5.670915179864517
3955,6.043158643204538
3986,6.668823604369398
2323,6.404747598050348
5104,7.008455422197125
148,6.211841040995219
572,5.535866854327171
14,5.186438607521542
124,5.736948439314768
593,5.009156340140794
3961,5.159304293618093
4612,5.206683694440904
5168,5.5249507101036865
2043,6.118844551923175
5295,6.01006593490775
2601,6.128295032264271
5655,4.88224426048219
1563,6.005089484930211
5169,5.987277354284872
2457,5.862096266924987
4630,5.854428020214998
5815,5.962231600370433
3175,5.949159036606043
2131,5.467442221788771
1281,6.986998193399251
1746,6.0692587123083666
1391,6.228270303308069
3594,6.238281974256886
1615,6.224918005050053
979,5.461135858113978
3266,6.830500151016413
733,5.978369958450594
5190,5.715809482745884
2653,5.23964284236781
2526,7.045298501585028
526,6.097774595299657
4364,5.985649606392368
4762,5.870438583044084
5022,4.765392248353791
5959,6.740213844946779
1066,5.275759695561253
5540,5.020419749780396
2990,6.997793281337757
2714,5.609946803797131
4160,6.998759281850596
119,5.175473189222887
318,6.391528521711935
2817,6.991208101777918
6078,6.071827671277957
206,5.098200529923594
5612,5.101377148444386
4721,6.126244583633904
4482,6.480342077015012
3522,5.218056271056346
3382,7.106125811362334
3710,5.357998742692095
3545,6.007958409969299
1277,5.005136772605938
4231,6.4090524048119715
6160,5.31039138799636
2456,5.862096266924987
3064,5.006162016917112
2224,6.920091854256679
4631,6.002495873722781
6145,5.080285102346986
1749,5.80149971994923
5907,5.733719672343488
4553,6.0589076328824
6231,5.148978709906163
6434,5.250890289774075
2819,5.991908665979984
6436,6.154340511073491
5058,5.003391809034049
3814,5.57291081696864
467,5.022590265000845
5352,6.231036182692433
3836,5.998373241461192
2824,5.638062710917033
4307,6.514690511656835
1145,4.983418989869709
5764,6.172280693766075
735,5.849861279972422
944,5.632565336194367
3407,5.051436626841909
2682,6.149546328035412
2407,6.274409005614272
3287,6.941657788806937
812,4.892870121901088
991,4.241427994866976
695,5.59911891338506
2631,7.013860484657585
4674,6.585233228476339
1132,5.51242592679089
3822,6.683227672447422
5970,5.809851771999055
1881,6.014116690236055
1001,5.752391427627142
1278,5.5370091266162715
6158,5.337215620201515
5475,5.071396689112562
4783,5.9726643058349005
4322,5.525592710114612
5397,6.027438384788405
5440,5.09999110173357
4711,6.261801868331702
4240,5.930342143001484
5342,6.47343443722407
5885,5.348194230328334
15,6.100362239762532
2795,6.396025048866308
144,6.194552354564326
252,5.448845305539409
519,5.954130919695814
287,6.975128811700817
597,6.061736383668847
5878,6.0021010254608305
214,6.970119203135584
5488,5.04145821400934
2521,7.045298501585028
4937,5.070744401632502
3442,5.767377105146157
4778,5.709492177973285
12,5.936105605823832
5421,4.8476515420935415
3981,6.493364713748345
4281,5.012018992235669
3895,6.856766264645576
472,6.137137754471554
993,5.129972232426634
2455,5.956223937750715
233,6.0229330614126555
4534,6.171376881867946
4149,6.919640067584074
1160,6.00631259466859
2865,6.0678079155003335
4314,6.93822354156017
509,6.9537678245283345
1246,5.678107157344804
2915,5.991667947622686
1977,5.982344930936241
4150,4.845134673078183
1520,5.278235421812919
5698,5.023075403136872
5831,5.6609831977944145
2891,5.801485699612081
5829,5.6609831977944145
6235,5.023986374399714
4857,6.172953049491281
6119,6.012276903769534
1180,5.213415673963638
863,6.085395631445793
6245,4.98515024261393
3714,5.386591672389543
2949,5.22957039711856
2223,5.702005187427659
4285,5.986729824072333
2579,5.110362464674168
4431,6.502741522817233
294,4.617766949397552
2340,5.579939174439723
6174,6.381376732687751
693,5.008050619748184
2955,5.824742548019259
4324,6.056787636335372
5553,5.335145615844366
3158,7.012477706208089
1597,5.260448765528061
4379,5.0598709835388815
6139,5.705133008167468
6234,5.023986374399714
2048,5.247147173926396
2931,7.971610298913929
5987,6.989141882744924
