wine_ID,target
5316,5.878006991552439
5210,5.087409595823613
3518,5.784975659739303
1622,4.774557804550928
2443,5.128652313235496
3521,6.229121489742745
5211,5.014067305988566
4936,4.784452029463357
1161,5.72868013884085
5993,5.3042214310421025
1035,6.106020053373972
3788,5.320098717784027
3130,6.515869413526803
864,5.823266834509487
4797,6.65269599522896
2572,5.55118408270188
3397,5.658555782066696
311,6.376207970465135
6404,5.448865766679532
882,6.159043266994121
5334,5.303421938741381
5045,5.285890071807013
502,5.057222653708773
1817,4.807775132033617
4434,5.813457782518932
3816,5.508792383962278
4315,6.9933154712409715
4442,5.143654719203688
170,6.473058769080704
1748,5.665895390569061
3071,6.3241813256943615
4275,5.964667961927057
4786,7.021466689871615
6263,5.473886931071504
2768,5.83211728713102
5697,5.7860899955006175
1831,6.525869491914183
5452,5.104983945187825
6095,5.620351099163727
5579,5.499016837719864
3029,6.332193737387971
3694,5.182681988811244
641,5.344164964843092
5424,5.61500761123319
6380,5.342990913336642
1829,6.60063381132725
3476,6.801052939202296
48,5.253889592982378
3885,6.124497383767568
2799,6.4432433614494995
1139,6.081109953573237
4323,5.987610842693951
5449,5.9910867005023745
3728,6.6714734582929
3054,5.898023980682763
2657,6.503426082761013
3241,6.228071597853638
6022,5.688426124292192
3164,6.109791064928125
1990,4.755768137446493
444,5.928421950779581
6401,5.948314168366977
3141,6.036107043816746
4068,6.2623594661691735
5838,6.634779197107718
982,6.402007215701378
831,6.103896813302501
202,5.423789693767875
4982,5.812144603048591
2830,5.956386481346779
1414,6.256749098261131
2806,5.454086910803575
1806,4.920510421061426
3537,5.963228774061837
910,5.303638359656929
2401,5.7442763076222265
2066,5.602796871094998
6433,5.538493410615313
5126,5.848439952403048
4681,6.127168951669629
4459,5.8133301018375425
4418,6.03345186462169
1362,6.217600732082052
2590,6.201249285168089
768,6.545493533731734
2308,5.178161275400281
2551,5.715197724647962
6247,5.716779945895531
4817,6.340335418389432
1696,5.474848692349922
861,5.849090261241386
4214,5.040764906463452
4948,5.1581629346765245
6046,6.360482662133577
4184,6.975371118470018
1014,6.043806180777736
2033,5.677488957819361
2902,5.112330070729169
3493,6.85053871869152
1008,5.801445451117394
495,6.537514840729751
5615,5.699018658008078
3179,5.9013565898530755
2115,5.165882457245354
5097,4.978501641395078
3617,5.666925985487257
737,5.166631425615765
